Commit,High Confidence,Medium Confidence,Low Confidence,High Severity,Medium Severity,Low Severity,Unique CWEs
079a2424c9c5f76d2dffefbb9d6333b9e0ad5c98,5092,39,0,11,41,5079,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
af48c8dbb0a11e022c08a88630fc0b93f7970f22,5092,39,0,11,41,5079,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
be1159b823703047377348d6f84dfe8165c8bfb9,5092,39,0,11,41,5079,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
ae6220671b65064bc84909f62a0fa423eb0f6595,5092,39,0,11,41,5079,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
d896b2104d557776c3816c49a2ae017d8e59a2bf,5092,39,0,11,41,5079,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
a9c8841d62926debef7a876bb8e5a1ee6a180cf8,5092,39,0,11,41,5079,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
9f933bffe6e1ed3a09afe360bf1fc0ca0a6e0107,5091,39,0,11,41,5078,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
8b390027b99204c258a334bbce0f046b03aabeac,5091,39,0,11,41,5078,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
b8b7159e0ff6052528fe5a1cec05c2f3c5047798,5091,39,0,11,41,5078,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
c0871b018f7d9beec5bb4d49e88ea83f58098641,5091,39,0,11,41,5078,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
328275b3121490a202e1c5261298e6c32aef0d23,5091,39,0,11,41,5078,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
75f7b1869d6e3495f9f9cb44c31dcfd274b6a438,5091,39,0,11,41,5078,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
1ea755908423b131636739c8dae95a1e5935048b,5091,39,0,11,41,5078,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
ccbe9ace5f2f6713ff625b7270c01a6bdb4a3811,5091,39,0,11,41,5078,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
ba3228ee56a6d10d65e8d0870275470717998048,5091,39,0,11,41,5078,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
b020505891a8ef79f175e676841ed29090886b40,5091,39,0,11,41,5078,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
0ed7f2fb66831c87463ff834da41385b5e20ad7f,5091,39,0,11,41,5078,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
a3d8bd346dd562a32f00f386b28c24cf28d40da8,5091,39,0,11,41,5078,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
cae5b2ed18cba9d35d9ca3f03346680f256a50a4,5089,39,0,11,41,5076,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
655c2f30abfe32f3137925e1663fb0d8a76cf297,5089,39,0,11,41,5076,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
30bc60c583304024c3f53f16f208fcbaa6c9c761,5089,39,0,11,41,5076,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
78ea7251bc952b53be1042c7e97f95e0426e6939,5085,39,0,11,41,5072,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
a1da985fdaa1738b40286e84955c8da3e862a9ba,5089,39,0,11,41,5076,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
70da1d45342fe4372a795cacfd394ba367bcff3c,5085,39,0,11,41,5072,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
f4196485dee1d7a19f4087b5bd4dfd065d3f42b5,5089,39,0,11,41,5076,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
3cca9598a2d58831fac577187e9ea30ec2cda582,5085,39,0,11,41,5072,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
d07f577592238dc5c38558223a0148582b2dfeb1,5085,39,0,11,41,5072,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
0a51d1dab1bb5791fb34b5180045c6b93b551eea,5089,39,0,11,41,5076,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
43a36ee8b90cbafd136a59d5f9a73a3f6945d31e,5085,39,0,11,41,5072,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
a45f26791c3570ffb6acc5f265a90c8bd02ca1f0,5089,39,0,11,41,5076,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
864bf5a263141d041911f26a012d16dbfdf8af51,5085,39,0,11,41,5072,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
5f1cd3b198188d7b5ef4745b8c8ca87a0a293a26,5085,39,0,11,41,5072,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
785261c834ee227241b823a2669d3a727032724d,5089,39,0,11,41,5076,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
26692da3e79e21bf16c0b63972b097643e5bf8ea,5089,39,0,11,41,5076,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
b53c5f958bbe8e14eebe65031e32ae5f3c23ea72,5085,39,0,11,41,5072,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
bc4f5cf0b05356b4634da850f7496d8cb1f56b23,5089,39,0,11,41,5076,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
22237766eb917860a0f981fc43ce024f4b94584c,5085,39,0,11,41,5072,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
2a3111d2b08e86ccaebf86c8228ec4ed5f4943c9,5085,39,0,11,41,5072,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
aed8222e6dfdfed17eb04ff053ce3859f4ee8e15,5085,39,0,11,41,5072,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
7f7afba1cdb9ce708cd8f22e31d384ffd471720d,5089,39,0,11,41,5076,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
1aa8579f05cd756185985f42de7d47f625aee2a1,5088,39,0,11,41,5075,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
4cc98a343e871536032f28ee4098b30bfef154fd,5085,39,0,11,41,5072,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
c60a8f455f08865f461668fdfbca26e7b3744064,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
b752e7910770014a619c6b8cc5629241d560550e,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
65248a877f11c2035982150a118fc6ab8fdea6cb,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
e38ea3242fa2bb1987c4e4da4c9bbbd1b3321149,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
6709f5308df9caac997488327af658feebdac8c2,5076,39,0,11,41,5063,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
822c50457efee0e1f39631a95dd9a26ebd26313e,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
3ddced79dadc4e83606408ab3b1d86392019054e,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
